,Data Store,,,,,,,,
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,46271,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,12,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,7958,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,49782,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,21980,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,97,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,787,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,5775,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,47,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,578,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,13919,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,6647,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,160,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,146,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,23140,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H24,Total assets,Financial position,1103365,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H25,Current assets,Financial position,310665,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H26,Fixed tangible assets,Financial position,20856,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H27,Additions to fixed assets,Financial position,4913,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,2887,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H29,Other assets,Financial position,771845,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H30,Total equity and liabilities,Financial position,1103366,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,245089,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H32,Current liabilities,Financial position,525078,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars (millions),H33,Other liabilities,Financial position,333199,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars,H34,Total income per employee count,Financial ratios,1147800,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Dollars,H35,Surplus per employee count,Financial ratios,364100,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Percentage,H36,Current ratio,Financial ratios,59,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Percentage,H37,Quick ratio,Financial ratios,59,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Percentage,H39,Return on equity,Financial ratios,9,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 division K
2016,Level 1,KK,Financial and Insurance Services,Percentage,H41,Liabilities structure,Financial ratios,22,ANZSIC06 division K
2016,Level 3,KK11,Finance,Dollars (millions),H01,Total income,Financial performance,57306,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H04,Sales of goods and services,Financial performance,5710,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,45159,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H07,Non-operating income,Financial performance,6435,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H08,Total expenditure,Financial performance,36995,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H09,Interest and donations,Financial performance,21800,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H11,Depreciation,Financial performance,589,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H12,Salaries and wages paid,Financial performance,3176,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H13,Redundancy and severance,Financial performance,36,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,5081,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H20,Non-operating expenses,Financial performance,6225,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H21,Opening stocks,Financial performance,128,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H22,Closing stocks,Financial performance,112,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H23,Surplus before income tax,Financial performance,20296,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H24,Total assets,Financial position,1060557,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H25,Current assets,Financial position,291549,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H26,Fixed tangible assets,Financial position,19885,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H27,Additions to fixed assets,Financial position,4578,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H28,Disposals of fixed assets,Financial position,2734,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H29,Other assets,Financial position,749123,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H30,Total equity and liabilities,Financial position,1060558,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,231515,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H32,Current liabilities,Financial position,507420,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars (millions),H33,Other liabilities,Financial position,321623,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars,H34,Total income per employee count,Financial ratios,1458200,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Dollars,H35,Surplus per employee count,Financial ratios,516400,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Percentage,H36,Current ratio,Financial ratios,57,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Percentage,H37,Quick ratio,Financial ratios,57,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Percentage,H39,Return on equity,Financial ratios,9,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Percentage,H40,Return on total assets,Financial ratios,2,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 3,KK11,Finance,Percentage,H41,Liabilities structure,Financial ratios,22,"ANZSIC06 groups K621, K622, K623, and K624"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H01,Total income,Financial performance,32601,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H04,Sales of goods and services,Financial performance,2890,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,28601,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H07,Non-operating income,Financial performance,1110,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H08,Total expenditure,Financial performance,25121,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H09,Interest and donations,Financial performance,17428,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H11,Depreciation,Financial performance,472,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H12,Salaries and wages paid,Financial performance,2742,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2933,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H20,Non-operating expenses,Financial performance,1481,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H21,Opening stocks,Financial performance,8,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H22,Closing stocks,Financial performance,11,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H23,Surplus before income tax,Financial performance,7483,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H24,Total assets,Financial position,693858,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H25,Current assets,Financial position,206781,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H26,Fixed tangible assets,Financial position,1068,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H27,Additions to fixed assets,Financial position,495,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H28,Disposals of fixed assets,Financial position,31,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H29,Other assets,Financial position,486009,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H30,Total equity and liabilities,Financial position,693858,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,46907,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H32,Current liabilities,Financial position,406987,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars (millions),H33,Other liabilities,Financial position,239964,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars,H34,Total income per employee count,Financial ratios,1081200,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Dollars,H35,Surplus per employee count,Financial ratios,248200,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Percentage,H36,Current ratio,Financial ratios,51,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Percentage,H37,Quick ratio,Financial ratios,51,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Percentage,H40,Return on total assets,Financial ratios,1,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK111,Banking and Financing,Percentage,H41,Liabilities structure,Financial ratios,7,"ANZSIC06 groups K621, K622, and K623"
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H01,Total income,Financial performance,24706,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H04,Sales of goods and services,Financial performance,2820,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,16558,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H07,Non-operating income,Financial performance,5325,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H08,Total expenditure,Financial performance,11874,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H09,Interest and donations,Financial performance,4371,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H10,Indirect taxes,Financial performance,44,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H11,Depreciation,Financial performance,118,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H12,Salaries and wages paid,Financial performance,434,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,15,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2148,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H20,Non-operating expenses,Financial performance,4743,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H21,Opening stocks,Financial performance,120,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H22,Closing stocks,Financial performance,101,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H23,Surplus before income tax,Financial performance,12812,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H24,Total assets,Financial position,366699,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H25,Current assets,Financial position,84768,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H26,Fixed tangible assets,Financial position,18817,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H27,Additions to fixed assets,Financial position,4083,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H28,Disposals of fixed assets,Financial position,2704,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H29,Other assets,Financial position,263114,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H30,Total equity and liabilities,Financial position,366699,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,184608,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H32,Current liabilities,Financial position,100432,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars (millions),H33,Other liabilities,Financial position,81659,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars,H34,Total income per employee count,Financial ratios,2701000,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Dollars,H35,Surplus per employee count,Financial ratios,1400700,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,84,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,84,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,7,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group K624
2016,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,50,ANZSIC06 group K624
2016,Level 3,KK12,Insurance,Dollars (millions),H01,Total income,Financial performance,9791,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,7984,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,589,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H07,Non-operating income,Financial performance,1217,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H08,Total expenditure,Financial performance,8138,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H09,Interest and donations,Financial performance,9,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,10,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H11,Depreciation,Financial performance,79,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,851,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,503,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,6304,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,383,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,1652,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H24,Total assets,Financial position,29870,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,29870,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,8192,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars,H34,Total income per employee count,Financial ratios,1122700,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Dollars,H35,Surplus per employee count,Financial ratios,189500,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,20,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 groups K631 and K632
2016,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 groups K631 and K632
2016,Level 4,KK121,Life Insurance,Dollars (millions),H01,Total income,Financial performance,3683,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,2401,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,303,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H07,Non-operating income,Financial performance,979,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H08,Total expenditure,Financial performance,2784,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H11,Depreciation,Financial performance,19,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,113,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,2,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,309,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1990,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,345,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,899,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H24,Total assets,Financial position,13450,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,13450,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3520,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars,H34,Total income per employee count,Financial ratios,3588600,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Dollars,H35,Surplus per employee count,Financial ratios,876000,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group K631
2016,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,26,ANZSIC06 group K631
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,6107,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,5582,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,287,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,238,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,5354,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,60,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,738,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,4,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,194,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4314,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,37,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,753,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H24,Total assets,Financial position,16420,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,16420,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4672,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars,H34,Total income per employee count,Financial ratios,793700,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Dollars,H35,Surplus per employee count,Financial ratios,97900,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Percentage,H39,Return on equity,Financial ratios,16,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group K632
2016,Level 4,KK122,Health and General Insurance,Percentage,H41,Liabilities structure,Financial ratios,28,ANZSIC06 group K632
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H01,Total income,Financial performance,5839,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,5001,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,522,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,10,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,306,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,4649,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,172,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,118,ANZSIC06 groups K641 and K642
2016,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,1748,ANZSIC06 groups K641 and K642
